filename,Autoformer,Informer,Dlinear,LSTM,Patch_TST,RRformer,Mamba
1022500,0.753436923,0.350241899,0.138842478,0.154527143,0.129742548,0.407836705,0.241223544
1031500,0.70170933,0.139001042,0.084101468,0.068347469,0.044720482,0.48014912,0.137505338
1047000,0.650376678,0.20794791,0.169011414,0.186393663,0.166134298,0.318162739,0.246191561
1052500,0.534286082,0.159951866,0.068238549,0.045749754,0.042911615,0.288441271,0.18670924
1054200,0.821067631,0.253139347,0.276053667,0.271585643,0.258915454,0.381581247,0.312630922
1055000,0.786277115,0.255572408,0.235726058,0.232584491,0.2127316,0.471752912,0.284136891
1057000,0.419151127,0.119903393,0.07624352,0.096153721,0.053950366,0.50197345,0.138205782
1073000,0.587647855,0.202793658,0.114823677,0.164406702,0.123614639,0.20226036,0.232567802
1078000,0.685210526,0.366734654,0.061461776,0.244135246,0.077248886,0.270185202,0.213112891
1123000,0.560248435,0.152527794,0.106106497,0.120011725,0.061473619,0.41033411,0.127731681
1134500,0.659059465,0.125593662,0.065822743,0.057593431,0.031928882,0.365781158,0.113743141
1137500,0.658076882,0.286491305,0.170017064,0.222763047,0.181885794,0.384326905,0.249959067
1139000,0.765218079,0.233454049,0.217161864,0.252889901,0.214023843,0.409483969,0.261479646
1139800,0.699302912,0.207794845,0.222956792,0.222507611,0.232037097,0.270248562,0.255751848
1142500,0.650930345,0.321164638,0.255525708,0.33853513,0.203984335,0.386906952,0.342851937
1144000,0.520392358,0.250830978,0.25612396,0.226460591,0.227506369,0.444463432,0.376992136
1162500,0.445410222,0.057714026,0.074383818,0.087586693,0.029265933,0.227070734,0.084873989
1169000,0.534486115,0.14143537,0.185975894,0.165133595,0.141176641,0.327798128,0.246442616
1170100,0.617221117,0.314746261,0.303155541,0.461255491,0.243804231,0.412127376,0.363240868
1181000,0.530343056,0.153919905,0.18402414,0.179707959,0.197048947,0.306530595,0.227956951
1187300,0.734815717,0.263119608,0.199621379,0.133540526,0.143099904,0.29027608,0.144428402
1195100,0.684098482,0.115757622,0.113980733,0.070688792,0.077108443,0.35397169,0.101207547
1333000,0.776484549,0.348929852,0.230847076,0.283094198,0.253982097,0.459051847,0.232564628
1350000,0.517066598,0.268857807,0.199654981,0.245844617,0.19218196,0.332535267,0.38874507
1350080,0.475076705,0.327125341,0.315741897,0.411242247,0.283533692,0.373380929,0.408111185
1350140,0.649362087,0.310503036,0.203692853,0.271400124,0.225998178,0.291754663,0.270576745
1365000,0.52979219,0.226063609,0.173798263,0.164014474,0.149518445,0.381139904,0.217730135
1411300,0.341330349,0.108259395,0.099161975,0.122742459,0.102130376,0.271767884,0.064155124
1413500,0.684045732,0.277728528,0.165491223,0.237517595,0.135789856,0.344551295,0.186637536
1414500,0.458170176,0.190012202,0.175751373,0.174967811,0.171726987,0.298239738,0.247706071
1415000,0.457330614,0.509667337,0.348122597,0.384343714,0.340437025,0.491708428,0.446429163
1423000,0.420881629,0.318528444,0.084371291,0.151271448,0.072139926,0.15784426,0.104800992
1434025,0.711935461,0.400157481,0.44326216,0.463317484,0.361752331,0.457372516,0.440600544
1435000,0.826474607,0.424567133,0.425265372,0.406604618,0.396747559,0.510343075,0.454399556
1439500,0.485357851,0.150170773,0.065610528,0.108118832,0.037436198,0.245406538,0.157363594
1440000,0.513471663,0.293794066,0.084708154,0.193921939,0.068986796,0.265827,0.158513084
1440400,0.448105335,0.16726315,0.131758735,0.170947313,0.123183191,0.202345416,0.2971358
1451800,1.056323051,0.330444694,0.282168716,0.26149258,0.254332662,0.306704402,0.349034518
1466500,0.993135154,0.194366142,0.068965293,1.214576602,0.10202226,0.536207318,0.316220671
1484100,1.226818681,0.447741896,0.226344615,0.720840514,0.197953418,0.470695227,0.390504241
1487000,0.821171463,0.366869599,0.07463105,0.589867949,0.076623857,0.35008198,0.207159385
1491000,0.979213178,0.305698693,0.130798608,0.396487266,0.13366583,0.455551803,0.471944034
1510000,0.536163509,0.152595431,0.132480651,0.121696226,0.126884654,0.307112217,0.189357072
1516500,1.095570564,0.598382533,0.428529561,0.576935947,0.346621722,0.516322076,0.489854604
1518862,0.763194442,0.270892471,0.145115018,0.218072921,0.117674641,0.35265249,0.273114532
1532000,0.581057549,0.167927161,0.146798775,0.132640556,0.151498914,0.352176458,0.198020294
1539000,0.318368614,0.23025839,0.057405088,0.122846968,0.056223776,0.196208552,0.211501285
1542810,0.47250098,0.188176394,0.130356029,0.310106665,0.15782325,0.208381101,0.190485626
1543000,0.88730067,0.184430465,0.139193848,0.256832093,0.162672028,0.304582626,0.182850257
1543500,0.288110346,0.070971325,0.067372121,0.066886306,0.040601097,0.357274204,0.231232032
1544500,0.192122415,0.084013365,0.036193512,0.009990195,0.016194064,0.153369427,0.080841191
1545600,1.316930532,0.798420727,0.150192693,0.510797381,0.119529605,0.87261939,0.495960385
1547700,0.873259068,0.71687609,0.278528422,0.620644867,0.288751274,0.474519283,0.36257109
1548500,0.44229877,0.042172395,0.072453439,0.051345993,0.066600963,0.23366569,0.240726799
1549500,0.649461806,0.389594644,0.334552586,0.379906654,0.269688547,0.41517517,0.392329544
1550000,0.601371527,0.335604459,0.116099484,0.135012731,0.145344481,0.158159763,0.141523778
1552000,0.593726933,0.143245041,0.081546389,0.14675276,0.074727349,0.281245083,0.187405422
1552500,0.612262249,0.399595171,0.400986969,0.375588417,0.353857368,0.492146611,0.362840503
1557500,0.766972065,0.32125029,0.294372916,0.319676638,0.282452613,0.404159456,0.316769481
1567500,1.028845072,0.603190243,0.335047066,0.829297185,0.260611266,0.512508929,0.503074229
1568000,0.529556096,0.105634972,0.12757194,0.098868787,0.096287422,0.432124555,0.122135781
1580000,0.703807652,0.453640699,0.368888766,0.36137864,0.272251397,0.510593355,0.454700887
1583500,0.800851941,0.516620755,0.512587667,0.577898085,0.4659006,0.503642678,0.606563926
1586610,0.770532012,0.473885119,0.545441866,0.5677948,0.427586555,0.599006712,0.522489369
1591400,0.72983098,0.393025309,0.37726444,0.618777156,0.308881849,0.492570072,0.529041469
1594950,0.592436254,0.371558994,0.342247069,0.480992258,0.327553898,0.477754921,0.401453763
1596500,0.478183627,0.054354075,0.062917575,0.032461956,0.032929361,0.121553309,0.225792974
1605500,0.453386217,0.53072989,0.189384297,0.284519374,0.188179761,0.557323873,0.474976748
1606500,0.541188061,0.471598923,0.081759013,0.212334171,0.091615006,0.163363636,0.146161452
1632000,0.761167586,0.284123003,0.151251718,0.169054493,0.191667378,0.526742578,0.254313409
1632900,0.972890913,0.214761198,0.133215725,0.818071127,0.089716129,1.818340421,0.523804843
1634500,0.54374963,0.515715539,0.2139505,0.374498487,0.198120922,0.348715544,0.371274292
1638480,1.079682112,0.296108007,0.151945606,0.414212137,0.15755564,0.24670808,0.186364144
1639500,0.579596519,0.429587871,0.432293355,0.510315597,0.375304878,0.570845962,0.481014729
1644000,0.831262887,0.262555152,0.12487606,0.232191518,0.104344524,0.232553035,0.269316286
1664000,0.918742478,0.488058031,0.119561903,0.309319347,0.094435364,0.515987694,0.271924704
1666500,0.488715053,0.243660331,0.13942036,0.244891569,0.127484575,0.180561587,0.223423123
1667500,0.887737095,0.739034355,0.119424313,0.153630257,0.131196558,0.263312459,0.249528065
1669000,0.4408921,0.223319009,0.074200302,0.105285168,0.060092282,0.212998867,0.269208163
1669520,0.21562627,0.044520751,0.02057432,0.033963993,0.022151075,0.131706849,0.247560576
2011400,2.041486979,0.321119189,0.124273621,0.993372798,0.09133286,1.977216244,0.510129213
2013000,0.628259897,0.174108788,0.156635672,0.275154084,0.158746764,0.276997924,0.277783215
2014000,0.67351681,0.16491279,0.100797087,0.264114261,0.10155756,0.212962672,0.184772357
2015700,0.826083004,0.327479661,0.196750268,0.469229817,0.24298647,0.353579789,0.371873498
2016000,0.610140324,0.204002172,0.15202564,0.183250651,0.145270184,0.351770014,0.226857841
2017500,0.744854927,0.234675676,0.134837538,0.223121405,0.143401027,0.26755029,0.172390714
2018000,1.048406482,0.728303313,0.118257448,0.186033159,0.095358059,0.460580587,0.380348444
2027000,0.568920672,0.290281385,0.211501539,0.179170221,0.189388499,0.3927508,0.236595452
2027500,0.691695154,0.229162946,0.13701123,0.304093152,0.156252742,0.17992416,0.227366224
2028500,0.727094114,0.321523279,0.269051105,0.169139802,0.245229185,0.335422486,0.25978449
2038850,0.790680468,0.226710275,0.177959949,0.439070076,0.159921646,0.276890129,0.253029317
2046000,0.495218337,0.280139297,0.020012321,0.116696134,0.035338074,0.304717332,0.357924342
2051500,1.138384223,0.321821541,0.094698459,0.326058686,0.059684549,0.231595173,0.318792403
2053200,0.226363257,0.080656275,0.041310579,0.041564673,0.063995175,0.490827322,0.138089344
2053800,0.9299739,0.304457873,0.161761001,0.552018642,0.170990363,0.373411357,0.185384318
2055100,0.847576201,0.508560359,0.350649536,0.509869576,0.354516625,0.801201522,0.480266482
2056900,0.572074831,0.437478274,0.164449602,0.310596853,0.182167694,0.3911888,0.29320693
2059500,0.652549684,0.471225083,0.169593945,0.429350495,0.130167633,0.550611317,0.210380927
2064000,0.752460778,0.304632992,0.175263003,0.201420307,0.147301808,0.324747771,0.154899284
2065500,0.596889317,0.266412348,0.076197393,0.185025424,0.071060218,0.212709785,0.279430658
2069700,0.699166954,0.288720071,0.248804525,0.349507958,0.24205251,0.34506461,0.209546849
2070000,0.723708928,0.506937921,0.319930583,0.382516503,0.266337067,0.516044497,0.352787197
