filename,Autoformer,Informer,Dlinear,LSTM,Patch_TST,RRformer,Mamba
1022500,-0.062142611,0.802640185,0.989066243,0.885581434,0.986934183,0.770646051,0.753613904
1031500,0.217737854,0.931916304,0.99808655,0.982683159,0.996796435,0.805622742,0.938800231
1047000,-0.193409562,0.815853521,0.980021866,0.897287712,0.967510488,0.800557509,0.828618214
1052500,0.595279604,0.977506472,0.997104992,0.993000489,0.994368373,0.96913806,0.965677779
1054200,0.012423158,0.899530016,0.940266985,0.902072668,0.923066527,0.787351057,0.88902127
1055000,0.197003484,0.926055908,0.967225801,0.952724099,0.954262737,0.811835706,0.912617609
1057000,0.293316782,0.938873962,0.996027701,0.958553951,0.992481069,0.705643177,0.909939989
1073000,0.071951449,0.92081134,0.991554563,0.923307002,0.987597439,0.854586229,0.799966604
1078000,-2.54744482,0.632822543,0.996157978,0.589250892,0.992889039,0.28851831,-0.046491742
1123000,0.006863534,0.888389908,0.997121072,0.939717751,0.995674998,0.715543479,0.911480151
1134500,0.128636718,0.913630605,0.997907249,0.946544971,0.99598826,0.73514244,0.877781197
1137500,-2.918019533,0.539734334,0.965658616,0.714858711,0.953253165,0.334179103,0.483840585
1139000,-0.464397311,0.829922512,0.948098607,0.854409456,0.932966188,0.668437958,0.844700262
1139800,0.392611563,0.967035979,0.995045609,0.965699587,0.98901992,0.938149065,0.969200764
1142500,0.095309258,0.816902772,0.96458957,0.891820967,0.960635509,0.699432731,0.770711496
1144000,0.258802652,0.878888324,0.944963086,0.925676681,0.934150808,0.810024053,0.822494745
1162500,0.541434735,0.94732837,0.999139195,0.978260884,0.99799505,0.919844463,0.938397974
1169000,0.150979698,0.956289664,0.995118483,0.969916515,0.992252632,0.896397129,0.884384111
1170100,0.031266749,0.778299004,0.977655245,0.806537166,0.976638682,0.738730609,0.898151606
1181000,0.371144593,0.919374265,0.993156106,0.962824386,0.982098127,0.899794698,0.929206319
1187300,-0.223367214,0.925123505,0.991349513,0.968685426,0.987493442,0.910388812,0.936133392
1195100,-0.80083847,0.946603894,0.997303473,0.935395092,0.995202577,0.78825213,0.865311995
1333000,-0.395662308,0.886907965,0.990387494,0.92905423,0.984888111,0.794246808,0.898649029
1350000,0.504953772,0.901051275,0.930665433,0.895708054,0.929463491,0.803761229,0.846557677
1350080,0.33641535,0.847601786,0.943359435,0.875223026,0.929016635,0.746137291,0.861033008
1350140,0.144935846,0.920830123,0.988805266,0.916955724,0.984597837,0.820605844,0.912615024
1365000,0.354595721,0.931580119,0.991166426,0.965131152,0.984201256,0.836758181,0.922567666
1411300,0.401042044,0.876768813,0.993747096,0.884050541,0.989943948,0.85348554,0.871568888
1413500,-0.770297766,0.859472468,0.985557404,0.930164851,0.982838091,0.726746976,0.918250047
1414500,0.567547739,0.939763367,0.991152318,0.954242542,0.984840228,0.892674975,0.913640812
1415000,-4.489130974,0.280687213,0.90012005,0.534921467,0.885625504,-1.023354053,-0.09377265
1423000,0.366967559,0.887403354,0.996807863,0.939997055,0.994894132,0.832820624,0.862258837
1434025,0.168316901,0.782732472,0.925951377,0.845692337,0.936128654,0.676884919,0.865911603
1435000,0.232411742,0.612600625,0.847671524,0.822082654,0.843351796,0.666162848,0.809814841
1439500,0.467471719,0.939796939,0.995977919,0.941347308,0.992909655,0.901962847,0.926344633
1440000,-6.587255955,0.133004487,0.842935964,0.460194111,0.828770623,-1.198568344,0.256985307
1440400,0.532412559,0.888899446,0.980846686,0.932474613,0.982395081,0.88969864,0.88166865
