filename,Autoformer,Informer,Dlinear,LSTM,Patch_TST,RRformer,Mamba
1022500,0.496542454,0.556770921,0.604879916,1.056535721,0.516706645,0.412331462,0.566467047
1031500,0.699073434,0.456474215,0.817122221,0.573733687,0.686374843,0.712118447,0.629431427
1047000,0.78167361,0.882610023,0.895385981,0.843688428,0.930921316,0.915819883,0.923430502
1052500,0.807906091,0.755454779,0.602271438,0.504156828,0.486454517,0.636312723,0.50078851
1054200,0.927422106,0.568814099,0.747277141,0.659386456,0.667053163,0.704247653,0.701869249
1055000,0.87840426,0.496672392,0.671445191,0.631413579,0.571046591,0.676409125,0.636837006
1057000,0.594366014,0.499915749,0.776471615,0.532328784,0.640446246,0.647216022,0.610624969
1073000,0.725206852,0.724672973,0.659083843,0.79483223,0.696514904,0.743768275,0.649244308
1078000,0.416349053,0.524386108,0.608132482,0.678924382,0.771341741,0.401051104,0.502580643
1123000,0.668897808,0.474652439,0.769282162,0.373369753,0.690666556,0.560935616,0.523206651
1134500,0.707442999,0.659079671,0.698108196,0.58893317,0.612356424,0.704258025,0.648363769
1137500,0.671125352,0.531880498,0.742467642,0.691675246,0.794504762,0.672619104,0.657556534
1139000,0.700241089,0.499261409,0.672380567,0.552248716,0.649289668,0.479476064,0.514889359
1139800,0.789686322,0.525295019,0.43203494,0.246704653,0.277002245,0.304328352,0.290714502
1142500,0.673606753,0.634525597,0.678841174,0.618830621,0.666953444,0.564272881,0.460749656
1144000,0.842470825,0.628443003,0.78311044,0.713061094,0.774145663,0.692198336,0.559765875
1162500,0.776931822,0.570711374,0.741175294,0.311608136,0.719791114,0.542959988,0.593810976
1169000,0.846482277,0.804624081,0.889926016,0.761822402,0.8707515,0.805233598,0.827988684
1170100,0.811622262,0.802368939,0.851036072,0.779584765,0.832651198,0.787481785,0.772518873
1181000,0.842310309,0.635833681,0.857204795,0.699902952,0.833984911,0.741817057,0.778138399
1187300,0.755736649,0.715451539,0.784189224,0.721648276,0.728062868,0.820057154,0.742914736
1195100,0.748146832,0.594084024,0.78296417,0.250918746,0.776824415,0.541040659,0.46085608
1333000,0.800219715,0.794830084,0.854529977,0.806877732,0.875422776,0.87658447,0.801356375
1350000,0.722915113,0.627361298,0.745574236,0.691943347,0.765852928,0.806300223,0.76689595
1350080,0.680951178,0.701027453,0.73112452,0.642422378,0.683728516,0.667721689,0.642686129
1350140,0.711912632,0.417872608,0.767537296,0.562774718,0.759458065,0.522409081,0.580132723
1365000,0.756829977,0.792854369,0.826011658,0.738753974,0.760828197,0.770661056,0.792839646
1411300,0.310576349,0.357290864,0.479231685,0.35271287,0.388359606,0.245325342,0.313707173
1413500,0.69648093,0.428540051,0.608238876,0.459379673,0.595035195,0.495839417,0.620456815
1414500,0.699026525,0.499683321,0.783030093,0.482489794,0.744355083,0.463458389,0.587070584
1415000,0.692866147,0.799758315,0.683685839,0.653911591,0.812091827,0.731575549,0.878800154
1423000,0.417029738,0.308275104,0.546943545,0.363136292,0.467855096,0.284446508,0.392842472
1434025,0.885441959,0.830911279,0.907969534,0.824744582,0.884053111,0.853679359,0.834677815
1435000,0.85605675,0.820824742,0.902127802,0.843105137,0.905486763,0.851830363,0.829376638
1439500,0.566565633,0.435503334,0.680609822,0.471963167,0.589945793,0.46150282,0.552004039
1440000,0.362188816,0.446876854,0.502692699,0.264493704,0.464552343,0.32011047,0.396526426
1440400,0.700839877,0.404636145,0.669044018,0.447637975,0.701184094,0.50418669,0.643855095
1451800,0.736338854,1.06763041,0.845360339,0.790529668,0.813928723,0.789511144,0.79754895
1466500,1.141105652,0.447277039,0.130852163,1.407273769,0.326743692,0.791926384,0.529362738
1484100,0.692399025,0.600459158,0.495599121,1.507049441,0.677465916,0.682525754,0.460638493
1487000,0.432478309,0.505012274,0.400166184,1.618842125,0.571332574,0.600707531,0.419028878
1491000,0.722229302,1.029001713,0.621691704,1.482617378,0.80225867,1.009894609,0.745833695
1510000,0.630875468,0.428699315,0.678709865,0.430599511,0.571258545,0.568971157,0.526673198
1516500,0.732643068,0.703849018,0.821892023,0.718996227,0.846103191,0.766347647,0.807578564
1518862,0.882949173,0.644005358,0.458251417,1.0846802,0.649760008,0.71019268,0.604120433
1532000,0.715025365,0.693448246,0.798656046,0.613735616,0.754898667,0.677314818,0.664767385
1539000,0.48601228,0.455642581,0.507026911,0.526178241,0.431301117,0.53791672,0.42775327
1542810,0.532167614,0.713677883,0.639744341,0.977460027,0.822615862,0.868533134,0.693331361
1543000,0.804000139,0.607350469,0.772535264,0.690890551,0.807405114,0.621451974,0.501863897
1543500,0.582113206,0.524177909,0.598668814,0.334543496,0.532322645,0.494282901,0.472141683
1544500,0.291645736,0.207205191,0.329044759,0.250858128,0.114208356,0.130129501,0.200546429
1545600,2.209481239,1.381664395,0.20394215,1.545132041,0.739639223,1.151275039,0.617542207
1547700,0.543305814,0.992821872,0.581887126,0.881314397,0.899787009,0.459174901,0.480870128
1548500,0.682002127,0.519426346,0.62511313,0.459797651,0.546322346,0.441419721,0.54480654
1549500,0.850601494,0.724343717,0.873821616,0.663402438,0.923560798,0.760082662,0.833748102
1550000,0.741935015,0.522926033,0.642937005,0.484137982,0.558868349,0.507998228,0.59925884
1552000,0.487570316,0.468201458,0.600722671,0.364849329,0.561171234,0.39350611,0.495532393
1552500,0.809686542,0.798013985,0.821143389,0.78048104,0.832485676,0.775381863,0.822873712
1557500,0.89332515,0.835306823,0.922147453,0.817079246,0.943146169,0.863161385,0.881575823
1567500,0.60298115,0.750892818,0.725104332,0.557752192,0.836502433,0.585840642,0.656721711
1568000,0.798357546,0.446898848,0.861822188,0.463238269,0.837942362,0.66575861,0.70841372
1580000,0.897190273,0.78071183,0.809990883,0.724579871,0.874145269,0.77635026,0.778859138
1583500,0.731385529,0.826493382,0.719481528,0.721478522,0.841275215,0.955395997,0.808316648
1586610,0.861336172,0.720738173,0.812081695,0.69993484,0.801765382,0.779740632,0.694944084
