filename,Autoformer,Informer,Dlinear,LSTM,Patch_TST,RRformer,Mamba
1022500,0.082367778,0.57339564,0.620677918,-0.060909152,0.817869231,0.650036126,0.696757793
1031500,0.181392193,0.748582393,0.209696829,0.836096555,0.756798998,0.54454419,0.737727165
1047000,0.092277646,0.27837199,0.170943499,0.260763347,0.522273928,0.486733973,0.460473835
1052500,0.493314624,0.782890469,0.680653453,0.905444212,0.904939055,0.794679597,0.842350334
1054200,-0.307628393,0.555045575,0.177095473,0.475381613,0.42738235,0.478727996,0.488512874
1055000,-0.098416209,0.616943955,0.400639474,0.58076787,0.532453477,0.51330173,0.554491103
1057000,0.088984907,0.769886911,0.094378829,0.818354324,0.705064982,0.552393138,0.707179934
1073000,-0.025384307,0.504550517,0.208545804,0.367048502,0.506572157,0.547214657,0.555772692
1078000,-2.972279787,-0.520717978,-0.050991297,-1.94965744,0.689772159,0.216711342,0.037882149
1123000,-0.076591611,0.586677581,0.178749084,0.691587269,0.673804015,0.610895455,0.732016414
1134500,0.047860146,0.609939545,0.352893651,0.627393037,0.727586955,0.531612962,0.669896036
1137500,-1.923378706,-1.432702065,-0.136228442,-1.615959644,0.283358157,0.045392215,-0.756253242
1139000,-0.398937345,0.575793803,0.307049036,0.469279766,0.516247928,0.511810184,0.536575198
1139800,0.23544997,0.774019912,0.817317441,0.759952858,0.807137996,0.833833709,0.737429768
1142500,0.218777061,0.53839156,0.444047153,0.245558143,0.659223258,0.55285272,0.326147616
1144000,-0.126418829,0.637290686,0.219707787,0.58446297,0.446388364,0.538029373,0.158544183
1162500,0.369632125,0.713045716,0.419204414,0.917261668,0.842263177,0.795831218,0.787484437
1169000,-0.029787302,0.559101969,-0.001338482,0.55463025,0.437904477,0.334678948,0.49714148
1170100,-0.21462667,0.255781293,-0.068669796,-0.525677323,0.201608598,0.04872328,-0.063388228
1181000,0.140209436,0.645712525,0.08494395,0.529662371,0.464047253,0.464286685,0.456513464
1187300,-0.043172956,0.439477205,0.040875077,0.524289519,0.430691898,0.272636175,0.450983882
1195100,-0.974089503,0.749685585,0.346964836,0.565293878,0.65919134,0.734551549,0.747218102
1333000,-0.290837526,0.298917294,0.284132361,0.337883472,0.446468294,0.359671652,0.470248163
1350000,0.288414598,0.565615952,0.279867649,0.508219808,0.449530542,0.441804111,0.462940454
1350080,0.167958856,0.502221793,0.350487351,0.327519298,0.469821155,0.498160064,0.287464976
1350140,0.116674542,0.409975529,0.292762399,0.532471597,0.503850371,0.501417518,0.493082762
1365000,0.235606432,0.505569369,0.224194407,0.534310371,0.428853512,0.45771116,0.38890481
1411300,0.25659591,0.77545701,0.538216382,0.209461093,0.801596507,0.799677327,0.550948858
1413500,-0.615722418,0.603704214,0.290728629,0.561440587,0.55619064,0.437942207,0.52377376
1414500,0.237778485,0.617994159,0.423742712,0.631286085,0.571655303,0.674203098,0.571353525
1415000,-5.016980171,-0.597857356,-0.65260601,-0.83485055,0.063981295,-0.586843252,-0.635249853
1423000,0.426526904,0.808361158,0.703947276,0.741168231,0.906236999,0.825903133,0.773370415
1434025,-0.040222645,0.249859154,0.033628762,0.159873426,0.20225811,0.146936715,0.217195749
1435000,-0.012248635,0.18864131,0.015264153,0.240604699,0.056718946,0.109787703,0.267961264
1439500,0.454052329,0.76519151,0.500344843,0.605145276,0.797350258,0.767812833,0.751702368
1440000,-6.878752708,-0.561430454,-0.915611386,-1.455102682,0.449081421,-1.099816084,-0.060654044
1440400,0.197775245,0.738726646,0.237693429,0.559525013,0.58366549,0.682234913,0.529484063
1451800,-0.735658526,-0.179552913,-0.175588846,-0.129577637,0.250782013,0.222806096,0.078283787
1466500,-84.91124725,-22.59419632,-17.08218765,-195.7944946,-3.616224766,-33.91326141,-34.75852966
1484100,-26.08483505,-4.333246231,-2.264984846,-20.46692276,0.08233124,-3.677845478,-5.250371933
1487000,-18.32756042,-5.481977463,-1.900634289,-22.94309998,0.538558066,-3.90375185,-5.046135426
1491000,-11.75372314,-3.444965839,-1.363780022,-20.45302391,0.246118128,-3.55892849,-3.524695873
1510000,0.223387718,0.753564805,0.299830675,0.763566211,0.652590573,0.683970213,0.691802025
1516500,-1.665689707,0.023084939,0.010752082,-0.010942817,0.19152838,-0.076531053,-0.069823027
1518862,-13.34430695,-1.50411725,-4.44965744,-2.106628418,0.604326844,-3.555113316,-2.816268444
1532000,0.263822258,0.678905219,0.26872766,0.692815453,0.492633045,0.574354112,0.646356791
1539000,0.250660837,0.548832595,0.359370232,0.315607369,0.638148248,0.509093821,0.66088438
1542810,-3.351453781,0.31887871,-0.293572426,-0.367496133,0.412748277,-0.049944043,-0.003931999
1543000,-0.950829625,0.734333009,-0.025267601,0.747126937,0.439066529,0.425350428,0.424799919
1543500,0.497389913,0.839125782,0.506916344,0.883588351,0.844839871,0.740707546,0.799488604
1544500,0.379847109,0.727516055,0.709521472,0.735605687,0.904901966,0.770645618,0.689235538
1545600,-144.0971069,-26.31983948,-43.53814697,-26.64404488,-0.378887534,-34.85240173,-23.16683578
1547700,-14.5907917,-5.421370029,-4.111098766,-5.365588665,0.280191004,-3.613096714,-3.466782093
1548500,0.348748744,0.781844974,0.443425179,0.796273902,0.739661247,0.760937333,0.71227783
1549500,-0.510161161,0.271325827,0.130093873,0.241992533,0.347200811,0.217561245,0.06503737
1550000,0.247628629,0.639703751,0.458610117,0.772071496,0.65838027,0.701160669,0.650444299
1552000,0.394308507,0.792736113,0.549809188,0.71269387,0.722399324,0.834246024,0.746806741
1552500,-0.176735282,0.277685523,0.193540752,0.260374606,0.350940287,0.37040633,0.391680062
1557500,-0.196432829,0.38692522,0.022228062,0.400639951,0.304573178,0.242807806,0.28919071
1567500,-2.700164318,-1.74788785,-0.381675959,-4.83842659,0.146033406,-0.447739244,-1.399941921
1568000,0.022650242,0.733090281,0.211684048,0.738159597,0.602017462,0.605625063,0.654185057
1580000,-0.986422539,-1.250598192,-0.299385786,-1.157900095,0.081050038,-0.142486334,-0.485941291
1583500,-1.846315622,-0.912552118,-0.468271136,-1.711796522,0.206765592,-1.844990253,-0.695752501
1586610,-2.226199865,0.04614532,-0.071244121,-0.011475682,0.025442421,-0.032137156,-0.148936629
1591400,-5.154820919,-1.426602125,-0.37899816,-2.853758812,0.055546224,-0.832059622,-1.997657299
1594950,-0.003542781,0.331546187,0.124318659,0.246722341,0.291533589,0.169314086,0.273265779
1596500,0.301312268,0.827089623,0.50995189,0.841498867,0.862986326,0.81544137,0.714879334
1605500,-4.948754311,-1.537894964,-0.528683782,-2.061817884,0.515958101,-0.753195405,-0.912367344
1606500,-2.49148488,-0.66608274,0.371522963,-1.016181707,0.870232612,-0.166694522,-0.086120725
1632000,0.070847034,0.414779723,0.134481847,0.545130402,0.445237577,0.452152014,0.520400435
1632900,-2566.873047,-207.5288849,-476.4600525,-87.12010956,-164.4675446,-671.4540405,-197.1565399
1634500,-1.39482379,0.046994805,-0.156988025,-0.024919748,0.503739059,0.017405689,-0.276784658
1638480,-4.94796133,-1.144141674,-1.502303362,-4.670889378,0.565755099,-2.346490145,-1.809349537
1639500,-0.554773331,0.007843018,-0.28175211,-0.448840737,0.129088819,-0.079398394,-0.505206585
1644000,-3.541394234,-0.029431105,-0.448753595,-0.44087708,0.581050187,-0.108864903,-0.513739705
1664000,-39.20219421,-4.903071404,-14.98449421,-8.295396805,0.643002212,-11.29462337,-8.158837318
1666500,-0.077848792,0.2719118,0.291167974,-0.054955363,0.723815501,0.462931693,0.430059373
1667500,-11.81586552,-3.52708292,-2.971963406,-3.488629818,0.700021505,-1.604436398,-2.588334322
1669000,-1.400327921,0.478631139,-0.083455682,-0.249235392,0.712168396,0.539452195,0.257743657
1669520,-0.279218793,0.522470117,0.629081011,-0.977672219,0.946153898,0.409464538,0.394064546
2011400,-161.8621063,-36.67219162,-73.71458435,-45.99172211,0.124037385,-75.65366364,-46.81785965
2013000,-0.044825196,0.476327837,0.30946368,0.142320395,0.623839408,0.58662641,0.536596864
2014000,-0.935997009,0.47318393,0.197059512,-0.342223048,0.718259037,0.323368073,0.342112601
2015700,-2.198642492,0.013371944,-0.170666575,-2.032416344,0.35129714,-0.056718469,-1.266781569
2016000,-0.032148123,0.652326882,0.180649459,0.621961653,0.618521869,0.628560245,0.735818923
2017500,-5.881135464,-1.514684677,-2.346366644,-7.082245827,0.364333034,-3.277674675,-1.421951532
2018000,-71.0663147,-16.05160141,-15.3254261,-32.60870361,0.093445599,-18.57946968,-13.07616997
2027000,0.204324126,0.490697026,0.163965702,0.522980571,0.299391448,0.444197237,0.270651221
2027500,-0.607084274,-0.13881731,0.482733011,-0.466915488,0.76688844,0.375476539,0.216519117
2028500,0.055233538,0.321261287,0.047398269,0.293036699,0.266554356,0.17856437,0.262890458
2038850,-5.755937576,-2.719448328,-2.233758688,-2.157748699,0.416988373,-2.590895414,-2.086350918
2046000,-25.36128998,-3.894282341,-7.596735001,-24.46113396,0.842920855,-6.690398216,-5.996766567
2051500,-9.596899986,-1.120707512,-3.830153465,-7.734210014,0.708867759,-2.423220158,-1.847903967
2053200,0.725974321,0.567237467,0.766988441,0.751264259,0.976532258,0.757527545,0.921233766
2053800,-12.09792233,-3.784356117,-2.74605608,-3.119406223,0.380595982,-2.295995951,-1.577935457
2055100,-1.366820335,-0.006169915,-0.040274858,-0.607355237,0.154633045,-1.339872837,-0.885870457
2056900,-6.948239803,-3.148335457,-2.207965374,-3.476799965,0.482131302,-1.777871132,-2.064459085
2059500,-3.225902557,-1.377857447,-0.069508076,-2.804075003,0.469016433,-1.599928141,-0.585946679
2064000,-0.530441046,0.426553011,0.010594189,0.2683599,0.43639791,0.356344819,0.463795722
2065500,-9.026828766,-2.683912754,-2.227653027,-4.001716614,0.669043362,-3.538906574,-2.352488518
2069700,-0.940542936,-0.549809694,-0.004513264,-1.303052425,0.013115048,-0.286591291,0.059137642
2070000,-1.562117815,-0.368032336,-0.140117884,-0.473418474,0.215579212,-0.291187406,-0.224495649
2074500,-0.054489017,0.459292173,-0.107116461,0.586571157,0.204995453,0.290978014,0.417102218
2077200,0.098903239,0.802695915,0.01892674,0.737065792,0.447115242,0.62127322,0.632335186
2081500,0.156745017,0.660430163,0.050873399,0.670527905,0.616685122,0.572295278,0.70441848
2082950,-20.29867363,-3.439015388,-11.6574049,-8.344445229,0.432161927,-17.00065804,-4.777603149
2092500,-3.794667721,-0.017280579,-0.397012591,-3.460399628,0.966809675,-0.993615866,-0.670799136
2096846,0.006277561,0.581085235,0.056628227,0.41698724,0.357514262,0.347837746,0.511229634
2102908,-0.677353978,0.214742899,0.172112465,-0.704318047,0.589840055,0.136073649,0.348095536
2108000,-4.053977489,-0.148602009,-0.047204256,-1.480669737,0.489357173,-0.488773346,-0.142765045
2111180,0.395655334,0.670192838,0.12529242,0.588155806,0.475063741,0.55431211,0.174490511
2111500,-2.186386347,-0.809222102,-0.070103884,-3.157624722,0.19816941,-0.359130383,-1.025111675
